Title,Price,Image URL,Product URL,Description,SKU,Stock
Hippowdon,£140.00,https://scrapeme.live/wp-content/uploads/2018/08/450-350x350.png,https://scrapeme.live/shop/Hippowdon/,It blasts internally stored sand from ports on its body to create a towering twister for attack.,4356,273 in stock
Skorupi,£51.00,https://scrapeme.live/wp-content/uploads/2018/08/451-350x350.png,https://scrapeme.live/shop/Skorupi/,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,8128,42 in stock
Drapion,£72.00,https://scrapeme.live/wp-content/uploads/2018/08/452-350x350.png,https://scrapeme.live/shop/Drapion/,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,6958,273 in stock
Croagunk,£145.00,https://scrapeme.live/wp-content/uploads/2018/08/453-350x350.png,https://scrapeme.live/shop/Croagunk/,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",7116,207 in stock
Toxicroak,£145.00,https://scrapeme.live/wp-content/uploads/2018/08/454-350x350.png,https://scrapeme.live/shop/Toxicroak/,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,4991,108 in stock
Carnivine,£60.00,https://scrapeme.live/wp-content/uploads/2018/08/455-350x350.png,https://scrapeme.live/shop/Carnivine/,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,3611,245 in stock
Finneon,£172.00,https://scrapeme.live/wp-content/uploads/2018/08/456-350x350.png,https://scrapeme.live/shop/Finneon/,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",1938,66 in stock
Lumineon,£72.00,https://scrapeme.live/wp-content/uploads/2018/08/457-350x350.png,https://scrapeme.live/shop/Lumineon/,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.",6600,76 in stock
Mantyke,£121.00,https://scrapeme.live/wp-content/uploads/2018/08/458-350x350.png,https://scrapeme.live/shop/Mantyke/,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.",5241,117 in stock
Snover,£104.00,https://scrapeme.live/wp-content/uploads/2018/08/459-350x350.png,https://scrapeme.live/shop/Snover/,"In the spring, it grows berries with the texture of frozen treats around its belly.",3404,143 in stock
Abomasnow,£46.00,https://scrapeme.live/wp-content/uploads/2018/08/460-350x350.png,https://scrapeme.live/shop/Abomasnow/,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,1468,61 in stock
Magnezone,£190.00,https://scrapeme.live/wp-content/uploads/2018/08/462-350x350.png,https://scrapeme.live/shop/Magnezone/,It evolved from exposure to a special magnetic field. Three units generate magnetism.,1538,108 in stock
Lickilicky,£101.00,https://scrapeme.live/wp-content/uploads/2018/08/463-350x350.png,https://scrapeme.live/shop/Lickilicky/,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,5442,125 in stock
Rhyperior,£79.00,https://scrapeme.live/wp-content/uploads/2018/08/464-350x350.png,https://scrapeme.live/shop/Rhyperior/,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,1070,161 in stock
Tangrowth,£108.00,https://scrapeme.live/wp-content/uploads/2018/08/465-350x350.png,https://scrapeme.live/shop/Tangrowth/,"Its vines grow so profusely that, in the warm season, you can’t even see its eyes.",8824,136 in stock
Electivire,£61.00,https://scrapeme.live/wp-content/uploads/2018/08/466-350x350.png,https://scrapeme.live/shop/Electivire/,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",5656,155 in stock
Magmortar,£200.00,https://scrapeme.live/wp-content/uploads/2018/08/467-350x350.png,https://scrapeme.live/shop/Magmortar/,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",4979,149 in stock
Togekiss,£158.00,https://scrapeme.live/wp-content/uploads/2018/08/468-350x350.png,https://scrapeme.live/shop/Togekiss/,It shares many blessings with people who respect one another’s rights and avoid needless strife.,7955,208 in stock
Yanmega,£121.00,https://scrapeme.live/wp-content/uploads/2018/08/469-350x350.png,https://scrapeme.live/shop/Yanmega/,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,6798,35 in stock
Leafeon,£93.00,https://scrapeme.live/wp-content/uploads/2018/08/470-350x350.png,https://scrapeme.live/shop/Leafeon/,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",2585,295 in stock
Glaceon,£142.00,https://scrapeme.live/wp-content/uploads/2018/08/471-350x350.png,https://scrapeme.live/shop/Glaceon/,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,1234,27 in stock
Gliscor,£28.00,https://scrapeme.live/wp-content/uploads/2018/08/472-350x350.png,https://scrapeme.live/shop/Gliscor/,Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,4537,60 in stock
Mamoswine,£104.00,https://scrapeme.live/wp-content/uploads/2018/08/473-350x350.png,https://scrapeme.live/shop/Mamoswine/,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,6994,284 in stock
Gallade,£149.00,https://scrapeme.live/wp-content/uploads/2018/08/475-350x350.png,https://scrapeme.live/shop/Gallade/,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",8023,271 in stock
Probopass,£181.00,https://scrapeme.live/wp-content/uploads/2018/08/476-350x350.png,https://scrapeme.live/shop/Probopass/,It freely controls three small units called Mini-Noses using magnetic force.,9871,141 in stock
Dusknoir,£158.00,https://scrapeme.live/wp-content/uploads/2018/08/477-350x350.png,https://scrapeme.live/shop/Dusknoir/,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,1866,171 in stock
Froslass,£86.00,https://scrapeme.live/wp-content/uploads/2018/08/478-350x350.png,https://scrapeme.live/shop/Froslass/,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,1920,67 in stock
Rotom,£42.00,https://scrapeme.live/wp-content/uploads/2018/08/479-350x350.png,https://scrapeme.live/shop/Rotom/,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,3751,208 in stock
Uxie,£200.00,https://scrapeme.live/wp-content/uploads/2018/08/480-350x350.png,https://scrapeme.live/shop/Uxie/,It is said that its emergence gave humans the intelligence to improve their quality of life.,9949,138 in stock
Mesprit,£25.00,https://scrapeme.live/wp-content/uploads/2018/08/481-350x350.png,https://scrapeme.live/shop/Mesprit/,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,3231,152 in stock
Azelf,£32.00,https://scrapeme.live/wp-content/uploads/2018/08/482-350x350.png,https://scrapeme.live/shop/Azelf/,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",2350,233 in stock
Dialga,£179.00,https://scrapeme.live/wp-content/uploads/2018/08/483-350x350.png,https://scrapeme.live/shop/Dialga/,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,5942,104 in stock
Palkia,£151.00,https://scrapeme.live/wp-content/uploads/2018/08/484-350x350.png,https://scrapeme.live/shop/Palkia/,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,7745,54 in stock
Heatran,£142.00,https://scrapeme.live/wp-content/uploads/2018/08/485-350x350.png,https://scrapeme.live/shop/Heatran/,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.",3485,120 in stock
Regigigas,£77.00,https://scrapeme.live/wp-content/uploads/2018/08/486-350x350.png,https://scrapeme.live/shop/Regigigas/,There is an enduring legend that states this Pokémon towed continents with ropes.,7091,226 in stock
Cresselia,£34.00,https://scrapeme.live/wp-content/uploads/2018/08/488-350x350.png,https://scrapeme.live/shop/Cresselia/,Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,9194,16 in stock
Phione,£155.00,https://scrapeme.live/wp-content/uploads/2018/08/489-350x350.png,https://scrapeme.live/shop/Phione/,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",9776,245 in stock
Manaphy,£74.00,https://scrapeme.live/wp-content/uploads/2018/08/490-350x350.png,https://scrapeme.live/shop/Manaphy/,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,6259,186 in stock
Darkrai,£59.00,https://scrapeme.live/wp-content/uploads/2018/08/491-350x350.png,https://scrapeme.live/shop/Darkrai/,It can lull people to sleep and make them dream. It is active during nights of the new moon.,9841,223 in stock
Arceus,£53.00,https://scrapeme.live/wp-content/uploads/2018/08/493-350x350.png,https://scrapeme.live/shop/Arceus/,It is told in mythology that this Pokémon was born before the universe even existed.,1626,72 in stock
Victini,£109.00,https://scrapeme.live/wp-content/uploads/2018/08/494-350x350.png,https://scrapeme.live/shop/Victini/,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",1260,174 in stock
Snivy,£102.00,https://scrapeme.live/wp-content/uploads/2018/08/495-350x350.png,https://scrapeme.live/shop/Snivy/,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",6745,47 in stock
Servine,£154.00,https://scrapeme.live/wp-content/uploads/2018/08/496-350x350.png,https://scrapeme.live/shop/Servine/,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",3149,82 in stock
Serperior,£88.00,https://scrapeme.live/wp-content/uploads/2018/08/497-350x350.png,https://scrapeme.live/shop/Serperior/,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,8781,164 in stock
Tepig,£195.00,https://scrapeme.live/wp-content/uploads/2018/08/498-350x350.png,https://scrapeme.live/shop/Tepig/,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",3764,66 in stock
Pignite,£149.00,https://scrapeme.live/wp-content/uploads/2018/08/499-350x350.png,https://scrapeme.live/shop/Pignite/,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",5631,151 in stock
Emboar,£32.00,https://scrapeme.live/wp-content/uploads/2018/08/500-350x350.png,https://scrapeme.live/shop/Emboar/,It has mastered fast and powerful fighting moves. It grows a beard of fire.,1657,258 in stock
Oshawott,£194.00,https://scrapeme.live/wp-content/uploads/2018/08/501-350x350.png,https://scrapeme.live/shop/Oshawott/,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",5544,157 in stock
Dewott,£57.00,https://scrapeme.live/wp-content/uploads/2018/08/502-350x350.png,https://scrapeme.live/shop/Dewott/,"As a result of strict training, each Dewott learns different forms for using the scalchops.",9988,141 in stock
Samurott,£106.00,https://scrapeme.live/wp-content/uploads/2018/08/503-350x350.png,https://scrapeme.live/shop/Samurott/,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,7758,279 in stock
Patrat,£116.00,https://scrapeme.live/wp-content/uploads/2018/08/504-350x350.png,https://scrapeme.live/shop/Patrat/,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",2903,294 in stock
Watchog,£141.00,https://scrapeme.live/wp-content/uploads/2018/08/505-350x350.png,https://scrapeme.live/shop/Watchog/,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",1555,294 in stock
Lillipup,£28.00,https://scrapeme.live/wp-content/uploads/2018/08/506-350x350.png,https://scrapeme.live/shop/Lillipup/,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.",9237,29 in stock
Herdier,£164.00,https://scrapeme.live/wp-content/uploads/2018/08/507-350x350.png,https://scrapeme.live/shop/Herdier/,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",9141,227 in stock
Stoutland,£37.00,https://scrapeme.live/wp-content/uploads/2018/08/508-350x350.png,https://scrapeme.live/shop/Stoutland/,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,6800,80 in stock
